path,filename,extension,size_bytes,modified_time,supported_video,ignored_incomplete,old_enough
/mnt/spirit-8tb/media/tempTwitter/bookmarksList.txt,bookmarksList.txt,.txt,59740,2026-06-21T00:10:51.343Z,no,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - SCROLL CHECKPOINT  did u make it ？ [2022663434635218949].mp4,luna ✮⋆˙ - SCROLL CHECKPOINT  did u make it ？ [2022663434635218949].mp4,.mp4,3058152,2026-06-21T02:55:53.544Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - can u keep up？ [2021751580098539520].mp4,luna ✮⋆˙ - can u keep up？ [2021751580098539520].mp4,.mp4,19215422,2026-06-21T02:55:45.171Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - isn’t that crazy？ [2020242425739153408].mp4,luna ✮⋆˙ - isn’t that crazy？ [2020242425739153408].mp4,.mp4,1432461,2026-06-21T02:55:38.962Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - ready for the real thing？ [2022300969976156160].mp4,luna ✮⋆˙ - ready for the real thing？ [2022300969976156160].mp4,.mp4,2307692,2026-06-21T02:55:50.848Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - what movie would we watch？？ [2032056060698320896].mp4,luna ✮⋆˙ - what movie would we watch？？ [2032056060698320896].mp4,.mp4,1827983,2026-06-21T02:55:20.696Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - i didn’t think you would lose that easily [2031960675715858437].mp4,luna☁️ - i didn’t think you would lose that easily [2031960675715858437].mp4,.mp4,2236131,2026-06-21T02:55:24.505Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/luna🌼 - my side profile &gt;&gt;&gt; [2031685963462635520].mp4,luna🌼 - my side profile &gt;&gt;&gt; [2031685963462635520].mp4,.mp4,1470170,2026-06-21T02:55:22.561Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/sloppiananyc - Fuck my throat as you call me the 🐐🌊 [1800597792080920576].mp4,sloppiananyc - Fuck my throat as you call me the 🐐🌊 [1800597792080920576].mp4,.mp4,5615264,2026-06-21T02:55:58.415Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/✨ Goddess Celeste 🪐 - “You don’t need to pick me up babe my friend is going to drive me hom... [2025962830311170048].mp4,✨ Goddess Celeste 🪐 - “You don’t need to pick me up babe my friend is going to drive me hom... [2025962830311170048].mp4,.mp4,16829365,2026-06-21T02:55:34.774Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.part,𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.part,.part,1198960,2026-06-21T02:56:31.355Z,no,yes,no
/mnt/spirit-8tb/media/tempTwitter/𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.part-Frag8.part,𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.part-Frag8.part,.part,31744,2026-06-21T02:56:31.660Z,no,yes,no
/mnt/spirit-8tb/media/tempTwitter/𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.ytdl,𝐅𝐞𝐢𝐧 ✞ - Twitch has reached a new all-time low. All it is now is female stream... [2030766231033430016].fhls-744.mp4.ytdl,.ytdl,69,2026-06-21T02:56:31.360Z,no,yes,no
/mnt/spirit-8tb/media/tempTwitter/🏳️‍⚧️Candice Blonde🏳️‍⚧️ - This is what u need to do if I wanna use his load as lube 🤭😈 [1743939373001752576].mp4,🏳️‍⚧️Candice Blonde🏳️‍⚧️ - This is what u need to do if I wanna use his load as lube 🤭😈 [1743939373001752576].mp4,.mp4,957241,2026-06-21T02:55:26.360Z,yes,no,no
