path,filename,extension,size_bytes,modified_time,supported_video,ignored_incomplete,old_enough
/mnt/spirit-8tb/media/tempTwitter/Aaliyah Yasin - Two Bhabis vs 1 BBC 💦 [2053958467543613440].mp4,Aaliyah Yasin - Two Bhabis vs 1 BBC 💦 [2053958467543613440].mp4,.mp4,20731582,2026-06-21T01:41:29.391Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Aaliyah Yasin - VID SOLD! Hijabi Aaliyah gets caught by husbands best friend 🔥 Check ... [2050739832662761472].mp4,Aaliyah Yasin - VID SOLD! Hijabi Aaliyah gets caught by husbands best friend 🔥 Check ... [2050739832662761472].mp4,.mp4,4243902,2026-06-21T01:50:30.510Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/April - I hope my manager doesn’t see this 😭 [2049202964225781760].mp4,April - I hope my manager doesn’t see this 😭 [2049202964225781760].mp4,.mp4,4003353,2026-06-21T01:52:21.035Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Asian💛 - Wataa🍑 [2049614468225622016].mp4,Asian💛 - Wataa🍑 [2049614468225622016].mp4,.mp4,8470279,2026-06-21T01:50:44.465Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Beautiful Females - What's going on here？ [2048033060663484416].mp4,Beautiful Females - What's going on here？ [2048033060663484416].mp4,.mp4,1341181,2026-06-21T01:50:35.523Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Bora - https：⧸⧸t.co⧸lBrJpSTtch [2029057848798294016].mp4,Bora - https：⧸⧸t.co⧸lBrJpSTtch [2029057848798294016].mp4,.mp4,75394002,2026-06-21T00:53:25.406Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Carson - https：⧸⧸t.co⧸gOQuhIg0HJ [2056307907990319104].mp4,Carson - https：⧸⧸t.co⧸gOQuhIg0HJ [2056307907990319104].mp4,.mp4,50315343,2026-06-21T01:22:52.908Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Cumsluts 💦 - https：⧸⧸t.co⧸Z57usZBRuF [1852303584269930496].mp4,Cumsluts 💦 - https：⧸⧸t.co⧸Z57usZBRuF [1852303584269930496].mp4,.mp4,105853618,2026-06-21T00:44:47.999Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Deity Demeter - Findom 🏛️🏺🌾 - EVERLASTING DEBT RT GAME ‼️🚨  5 ⧸ 5 ⧸ 5  ｜ UNLIMITED COMMENTS ｜ 2 hrs... [2056256273105248256].mp4,Deity Demeter - Findom 🏛️🏺🌾 - EVERLASTING DEBT RT GAME ‼️🚨  5 ⧸ 5 ⧸ 5  ｜ UNLIMITED COMMENTS ｜ 2 hrs... [2056256273105248256].mp4,.mp4,15997943,2026-06-21T01:34:11.193Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Dr.Promo - Wataa [2056442383638646785].mp4,Dr.Promo - Wataa [2056442383638646785].mp4,.mp4,116500354,2026-06-21T01:31:52.237Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Emily - Can you help me？ [2065749624128708608].mp4,Emily - Can you help me？ [2065749624128708608].mp4,.mp4,7455867,2026-06-21T01:00:43.710Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/FROM DRINK TO SEX - WATAA [2054955606793207808].mp4,FROM DRINK TO SEX - WATAA [2054955606793207808].mp4,.mp4,60475628,2026-06-21T01:33:15.955Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Faceporn Addict - Izzy Green hot nerdy Latina JOI [2065668909567467520].mp4,Faceporn Addict - Izzy Green hot nerdy Latina JOI [2065668909567467520].mp4,.mp4,30458954,2026-06-21T00:57:28.546Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/GOON ABYSS 🧠😵‍💫 - “What did I tell you about this？ You’re only allowed to goon when you... [2052559405749538823].mp4,GOON ABYSS 🧠😵‍💫 - “What did I tell you about this？ You’re only allowed to goon when you... [2052559405749538823].mp4,.mp4,14042646,2026-06-21T01:48:11.411Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Goon Father - That cock didn’t stand a chance 😵‍💫 [1967155594646704129].mp4,Goon Father - That cock didn’t stand a chance 😵‍💫 [1967155594646704129].mp4,.mp4,16370754,2026-06-21T00:45:46.392Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/GoooodGuy - Are you pretending you’re cumming between these tits？？ [1801016304649764864].mp4,GoooodGuy - Are you pretending you’re cumming between these tits？？ [1801016304649764864].mp4,.mp4,22635772,2026-06-21T01:06:28.182Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Great Pleasure - College teen athlete gets fucked in her dorm  Perfect ass [2059479786561413122].mp4,Great Pleasure - College teen athlete gets fucked in her dorm  Perfect ass [2059479786561413122].mp4,.mp4,28742094,2026-06-21T01:19:51.392Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Great Pleasure - My teenager girlfriend seduced me with her big ass  Perfect ass  The ... [2060065147243081728].mp4,Great Pleasure - My teenager girlfriend seduced me with her big ass  Perfect ass  The ... [2060065147243081728].mp4,.mp4,50286817,2026-06-21T01:19:21.495Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Haram Addictions 🤫 - Pakistani pornstar loves huge cock [2054564319304749057].mp4,Haram Addictions 🤫 - Pakistani pornstar loves huge cock [2054564319304749057].mp4,.mp4,325423748,2026-06-21T01:40:07.897Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Horny and Mature Daddy Lover #1.4K - https：⧸⧸t.co⧸D1ilUhcuuE [1948097684927340544].mp4,Horny and Mature Daddy Lover #1.4K - https：⧸⧸t.co⧸D1ilUhcuuE [1948097684927340544].mp4,.mp4,108422726,2026-06-21T01:43:19.153Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Issy's - single btw ✌️ [2058116032280055808].mp4,Issy's - single btw ✌️ [2058116032280055808].mp4,.mp4,14798365,2026-06-21T01:29:18.703Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Jazmen Jafar - Taking off my sweater surprises people sometimes [2054262515828199424].mp4,Jazmen Jafar - Taking off my sweater surprises people sometimes [2054262515828199424].mp4,.mp4,5391305,2026-06-21T01:41:43.551Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Jpcbtl - https：⧸⧸t.co⧸rLTz0vZX3J [1940771974403219456].mp4,Jpcbtl - https：⧸⧸t.co⧸rLTz0vZX3J [1940771974403219456].mp4,.mp4,142061474,2026-06-21T01:02:09.988Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Juan Perez - https：⧸⧸t.co⧸M5fUW5i305 [2035564825276006400].mp4,Juan Perez - https：⧸⧸t.co⧸M5fUW5i305 [2035564825276006400].mp4,.mp4,21941032,2026-06-21T01:17:06.075Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Katiekatrina - Can I have some attention pls？ [2032144309185888256].mp4,Katiekatrina - Can I have some attention pls？ [2032144309185888256].mp4,.mp4,6120335,2026-06-21T01:14:44.882Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Katiekatrina - Eye contact letssss gooooo [2058908981683531776].mp4,Katiekatrina - Eye contact letssss gooooo [2058908981683531776].mp4,.mp4,5971039,2026-06-21T01:14:59.235Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Katiekatrina - Is that what I think it is？ [2044786484792967168].mp4,Katiekatrina - Is that what I think it is？ [2044786484792967168].mp4,.mp4,4177487,2026-06-21T01:14:51.687Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Katiekatrina - Let’s find out 😈 [2059666485191266304].mp4,Katiekatrina - Let’s find out 😈 [2059666485191266304].mp4,.mp4,3933348,2026-06-21T01:15:04.786Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/King404 - Trying this new rent a girlfriend thing in Japan would recommend #asian [2058933228744884224].mp4,King404 - Trying this new rent a girlfriend thing in Japan would recommend #asian [2058933228744884224].mp4,.mp4,44617329,2026-06-21T01:25:34.930Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Lee - https：⧸⧸t.co⧸TsgsRWuYVa [2049248211454627841].mp4,Lee - https：⧸⧸t.co⧸TsgsRWuYVa [2049248211454627841].mp4,.mp4,3924690,2026-06-21T01:52:14.313Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Lexi and Dan - When Your Beautiful Big Titty Dirty Talking Girlfriend Suggests You H... [2059730173449109510].mp4,Lexi and Dan - When Your Beautiful Big Titty Dirty Talking Girlfriend Suggests You H... [2059730173449109510].mp4,.mp4,61650353,2026-06-21T01:20:20.788Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Lillian 💛 - Would you cum on my tits？💦😈 [2060430568592900097].mp4,Lillian 💛 - Would you cum on my tits？💦😈 [2060430568592900097].mp4,.mp4,3936816,2026-06-21T01:15:18.227Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Lola 🍅 no paywalls EVER! - Love sucking on a softie and feeling it grow hard in my mouth! 🤤 [2058558864706899968].mp4,Lola 🍅 no paywalls EVER! - Love sucking on a softie and feeling it grow hard in my mouth! 🤤 [2058558864706899968].mp4,.mp4,6781433,2026-06-21T01:28:54.973Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Mommydearest💋🍒 - https：⧸⧸t.co⧸1zfLDNzlLU [1961380569117249536].mp4,Mommydearest💋🍒 - https：⧸⧸t.co⧸1zfLDNzlLU [1961380569117249536].mp4,.mp4,41349041,2026-06-21T01:45:47.042Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Mãe Safada - Filho fica comportadinho enquanto a mamãe ordenha ele com a boca  #in... [2056025881546498048].mp4,Mãe Safada - Filho fica comportadinho enquanto a mamãe ordenha ele com a boca  #in... [2056025881546498048].mp4,.mp4,40752181,2026-06-21T01:36:29.332Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/NSFWPornstars - Ball-draining blowjob from a gorgeous geek with pierced nipples  #NSF... [2049021043550105600].mp4,NSFWPornstars - Ball-draining blowjob from a gorgeous geek with pierced nipples  #NSF... [2049021043550105600].mp4,.mp4,46935525,2026-06-21T01:51:25.250Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/NekoMimi - Strawberrytabby taking cum in her mouth. [2053447090131619841].mp4,NekoMimi - Strawberrytabby taking cum in her mouth. [2053447090131619841].mp4,.mp4,8598528,2026-06-21T01:44:07.563Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/PURE SEX VIBE 🍑 - WATAA [2058977073012916224].mp4,PURE SEX VIBE 🍑 - WATAA [2058977073012916224].mp4,.mp4,167488193,2026-06-21T01:18:10.100Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Random Man - Stepmom head is the best head [2043695497937100801].mp4,Random Man - Stepmom head is the best head [2043695497937100801].mp4,.mp4,36881450,2026-06-21T01:04:32.140Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Rita 🍓 - nothing underneath.... [2053209531467890691].mp4,Rita 🍓 - nothing underneath.... [2053209531467890691].mp4,.mp4,6260082,2026-06-21T01:48:03.147Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Serkan - https：⧸⧸t.co⧸L6tNZEQo26 [2050034056859897856].mp4,Serkan - https：⧸⧸t.co⧸L6tNZEQo26 [2050034056859897856].mp4,.mp4,86977719,2026-06-21T01:46:47.733Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Stella 💋 - This is the best JOI I've ever seen [2059435792875872261].mp4,Stella 💋 - This is the best JOI I've ever seen [2059435792875872261].mp4,.mp4,103553812,2026-06-21T01:26:52.962Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Steveninches - https：⧸⧸t.co⧸34szXXadyj [2043695497937100801].mp4,Steveninches - https：⧸⧸t.co⧸34szXXadyj [2043695497937100801].mp4,.mp4,36881450,2026-06-21T01:05:21.702Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Tilly - In this heat it's the first thing I do when I get home [2059709510516674560].mp4,Tilly - In this heat it's the first thing I do when I get home [2059709510516674560].mp4,.mp4,4531128,2026-06-21T01:14:32.089Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Tina - Wataa  @hongxiutian  @kongguyoul  @xiaodaidare  @xiaomidare [2056632912544661504].mp4,Tina - Wataa  @hongxiutian  @kongguyoul  @xiaodaidare  @xiaomidare [2056632912544661504].mp4,.mp4,31004672,2026-06-21T00:58:21.128Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Tiny - Chudai [2052993402812121091].mp4,Tiny - Chudai [2052993402812121091].mp4,.mp4,68244542,2026-06-21T01:42:26.227Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Titfuck Videos 🍈🍆🍈 - https：⧸⧸t.co⧸QCGE8It0Ig [1965556474144296960].mp4,Titfuck Videos 🍈🍆🍈 - https：⧸⧸t.co⧸QCGE8It0Ig [1965556474144296960].mp4,.mp4,107636455,2026-06-21T01:48:57.652Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Toni-milkies 🌺 - wataa [2049354709673390080].mp4,Toni-milkies 🌺 - wataa [2049354709673390080].mp4,.mp4,5674271,2026-06-21T01:50:40.461Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Unicorns🦄Swingers🍍 - Makes me horny🔥🔥  #3somesmff [1991394888605396992].mp4,Unicorns🦄Swingers🍍 - Makes me horny🔥🔥  #3somesmff [1991394888605396992].mp4,.mp4,8909220,2026-06-21T01:28:06.643Z,yes,no,yes
"/mnt/spirit-8tb/media/tempTwitter/Vintage Porn and more - this guy resisted 75 secs, how much would you resist？  @TopAModels1 @... [1967155594646704129].mp4","Vintage Porn and more - this guy resisted 75 secs, how much would you resist？  @TopAModels1 @... [1967155594646704129].mp4",.mp4,16370754,2026-06-21T00:54:09.448Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Wow Chinese Hub - Chudai..💦 [2066233136183468032].mp4,Wow Chinese Hub - Chudai..💦 [2066233136183468032].mp4,.mp4,281465548,2026-06-21T00:50:53.807Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/XXVIDEOS - angel youngs y autumn falls [2065030501170049024].mp4,XXVIDEOS - angel youngs y autumn falls [2065030501170049024].mp4,.mp4,431978385,2026-06-21T00:42:36.423Z,yes,no,yes
"/mnt/spirit-8tb/media/tempTwitter/YaBoy - Wow, she is so pretty sucking that cock 🥵 [2058561274066440192].mp4","YaBoy - Wow, she is so pretty sucking that cock 🥵 [2058561274066440192].mp4",.mp4,49518747,2026-06-21T01:22:11.591Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Your New Addiction - Today is the last day of the weekend🤭. And you thought after cumming ... [2063602531511496704].mp4,Your New Addiction - Today is the last day of the weekend🤭. And you thought after cumming ... [2063602531511496704].mp4,.mp4,13695470,2026-06-21T01:03:45.199Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/Zarajoel - https：⧸⧸t.co⧸iwHEVZwsvh [2064847383444291585].mp4,Zarajoel - https：⧸⧸t.co⧸iwHEVZwsvh [2064847383444291585].mp4,.mp4,19105253,2026-06-21T00:52:53.215Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/aallpp - https：⧸⧸t.co⧸E5TLARSg6C [2050396008081678336].mp4,aallpp - https：⧸⧸t.co⧸E5TLARSg6C [2050396008081678336].mp4,.mp4,19495420,2026-06-21T01:43:59.290Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/bookmarksList.txt,bookmarksList.txt,.txt,59740,2026-06-21T00:10:51.343Z,no,no,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - Vids from your pervy girlfriend &gt;_&lt; 🍭🩷 [1979367287967645696].mp4,bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - Vids from your pervy girlfriend &gt;_&lt; 🍭🩷 [1979367287967645696].mp4,.mp4,15914286,2026-06-21T01:49:48.825Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - being the messy girl that I am ^u^ [2050342046804959234].mp4,bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - being the messy girl that I am ^u^ [2050342046804959234].mp4,.mp4,25041395,2026-06-21T01:49:42.739Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - playing with my spit and making bubbles on it 🫧😵‍💫😵‍💫 [2049294508660252672].mp4,bunny ૮꒰ ˶• ༝ •˶꒱ა ♡ - playing with my spit and making bubbles on it 🫧😵‍💫😵‍💫 [2049294508660252672].mp4,.mp4,45076778,2026-06-21T01:49:59.322Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/cosmic ♡ (+18) - https：⧸⧸t.co⧸tvVK7R3vkC [2050899356195192832].mp4,cosmic ♡ (+18) - https：⧸⧸t.co⧸tvVK7R3vkC [2050899356195192832].mp4,.mp4,34531511,2026-06-21T01:47:36.288Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/jen - be a good boy and listen🖤#joi #mommy #chudai [2064989109064810496].mp4,jen - be a good boy and listen🖤#joi #mommy #chudai [2064989109064810496].mp4,.mp4,11341525,2026-06-21T01:03:18.679Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/jen - when you get home from a party horny af😫 #joi #latina #chudai [2054904940641046528].mp4,jen - when you get home from a party horny af😫 #joi #latina #chudai [2054904940641046528].mp4,.mp4,54435837,2026-06-21T01:38:11.674Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/k erick - https：⧸⧸t.co⧸n2x8CxlEIf [1991394888605396992].mp4,k erick - https：⧸⧸t.co⧸n2x8CxlEIf [1991394888605396992].mp4,.mp4,8909220,2026-06-21T01:23:50.647Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/keke - https：⧸⧸t.co⧸oz1GPLDhnx [2065030501170049024].mp4,keke - https：⧸⧸t.co⧸oz1GPLDhnx [2065030501170049024].mp4,.mp4,431978385,2026-06-21T00:39:28.221Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - creamy gf 💦 [2037628879548891136].mp4,l u c i ⪩⪨ - creamy gf 💦 [2037628879548891136].mp4,.mp4,3105836,2026-06-21T01:50:05.115Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - put your face in it🖤 [2039934732851376129].mp4,l u c i ⪩⪨ - put your face in it🖤 [2039934732851376129].mp4,.mp4,4552809,2026-06-21T01:48:36.942Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna - u down or am i not good enough？？ [2055140081619648512].mp4,luna - u down or am i not good enough？？ [2055140081619648512].mp4,.mp4,3789032,2026-06-21T01:36:03.883Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - PSA to the ones that need to hear this [2055810161802121216].mp4,luna ✮⋆˙ - PSA to the ones that need to hear this [2055810161802121216].mp4,.mp4,15208733,2026-06-21T01:37:13.098Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna ✮⋆˙ - up for the challenge？？ [2060220625525121024].mp4,luna ✮⋆˙ - up for the challenge？？ [2060220625525121024].mp4,.mp4,6473627,2026-06-21T01:14:37.188Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - POV： i lock you in my basement to play games [2061277402811305984].mp4,luna☁️ - POV： i lock you in my basement to play games [2061277402811305984].mp4,.mp4,12358999,2026-06-21T01:06:46.072Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - a few bounces wouldn’t hurt either [2061940100959973376].mp4,luna☁️ - a few bounces wouldn’t hurt either [2061940100959973376].mp4,.mp4,3839438,2026-06-21T01:06:06.467Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna☁️ - u little shrimpy [2055810778880679936].mp4,luna☁️ - u little shrimpy [2055810778880679936].mp4,.mp4,5338736,2026-06-21T01:35:59.824Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - may this tweet find all the foot obsessed l＊sers ;p [2058276131103485953].mp4,luna🌸 - may this tweet find all the foot obsessed l＊sers ;p [2058276131103485953].mp4,.mp4,3993122,2026-06-21T01:29:32.334Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - more red light green lightttt ：3 [2065182071413260288].mp4,luna🌸 - more red light green lightttt ：3 [2065182071413260288].mp4,.mp4,13168541,2026-06-21T01:01:06.174Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - staring contest!! did u lose？ c; [2055055149693915136].mp4,luna🌸 - staring contest!! did u lose？ c; [2055055149693915136].mp4,.mp4,4519304,2026-06-21T01:37:06.356Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - volume up ：333 [2064137996828364800].mp4,luna🌸 - volume up ：333 [2064137996828364800].mp4,.mp4,8444811,2026-06-21T01:05:01.007Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌸 - will you be obedient for me？ [2055067809172910080].mp4,luna🌸 - will you be obedient for me？ [2055067809172910080].mp4,.mp4,14698282,2026-06-21T01:37:01.387Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌼 - can u keep the pace with me？？ ：3 [2060919866073235461].mp4,luna🌼 - can u keep the pace with me？？ ：3 [2060919866073235461].mp4,.mp4,8739840,2026-06-21T01:15:10.867Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🌼 - you can keep a secret right？？ &gt;：3 [2061204235253960705].mp4,luna🌼 - you can keep a secret right？？ &gt;：3 [2061204235253960705].mp4,.mp4,10326932,2026-06-21T01:06:11.616Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍄 - wanna play a game with me？ ：3 [2057953916466180096].mp4,luna🍄 - wanna play a game with me？ ：3 [2057953916466180096].mp4,.mp4,20647490,2026-06-21T01:29:39.617Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍄 - wyd in this situation？？ [2067771413834944513].mp4,luna🍄 - wyd in this situation？？ [2067771413834944513].mp4,.mp4,39866510,2026-06-21T00:37:55.437Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍥 - have you been a good boy？ 🐕‍🦺 [2056911960264806400].mp4,luna🍥 - have you been a good boy？ 🐕‍🦺 [2056911960264806400].mp4,.mp4,10303492,2026-06-21T01:31:00.368Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/luna🍥 - hope this finds all the foot obsessed l＊sers &lt;3 [2065273348649517056].mp4,luna🍥 - hope this finds all the foot obsessed l＊sers &lt;3 [2065273348649517056].mp4,.mp4,7815194,2026-06-21T01:00:51.243Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/melusi (18+) - #pawg #cowgirl #backshots [2053932405455798272].mp4,melusi (18+) - #pawg #cowgirl #backshots [2053932405455798272].mp4,.mp4,48219243,2026-06-21T01:37:35.494Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/mia - rub it through my boxers？ [2049229155146047488].mp4,mia - rub it through my boxers？ [2049229155146047488].mp4,.mp4,1075020,2026-06-21T01:52:23.534Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/sensssations (18+) - Bro came like 6 times 😝 [2057658795174588416].mp4,sensssations (18+) - Bro came like 6 times 😝 [2057658795174588416].mp4,.mp4,69664154,2026-06-21T01:30:17.588Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/sexxual - https：⧸⧸t.co⧸cScOhBkHJU [2029057848798294016].mp4,sexxual - https：⧸⧸t.co⧸cScOhBkHJU [2029057848798294016].mp4,.mp4,75394002,2026-06-21T00:59:20.236Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/telishamareeASMR - Ear licks to make you tingle 🥰  #asmr #earlicking [2056168029860610048].mp4,telishamareeASMR - Ear licks to make you tingle 🥰  #asmr #earlicking [2056168029860610048].mp4,.mp4,80654556,2026-06-21T01:35:11.982Z,yes,no,yes
/mnt/spirit-8tb/media/tempTwitter/telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-1013.mp4,telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-1013.mp4,.mp4,118934126,2026-06-21T01:54:22.208Z,yes,no,no
/mnt/spirit-8tb/media/tempTwitter/telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-audio-128000-Audio.mp4.part,telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-audio-128000-Audio.mp4.part,.part,10469508,2026-06-21T01:55:16.718Z,no,yes,no
/mnt/spirit-8tb/media/tempTwitter/telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-audio-128000-Audio.mp4.part-Frag216,telishamareeASMR - Ear noms 😘  #asmr #earlicking [2048982438953746432].fhls-audio-128000-Audio.mp4.part-Frag216,.part-frag216,48415,2026-06-21T01:55:16.699Z,no,yes,no
